Job Title,company_txt,Location,job_simp,seniority,predicted_opportunity_score,opportunity_band,years_experience,remote_yn,hybrid_yn,skill_count,detected_skills,explanation_preview
Data Scientist in Translational Medicine,Novartis,"Cambridge, MA",data scientist,mid,63.5,moderate,0,0,0,1,['Statistics'],Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution.
"Assistant Director/Director, Office of Data Science",Liberty Mutual Insurance,"Boston, MA",manager,manager,63.4,moderate,2,0,0,3,"['Machine Learning', 'Statistics', 'Experimentation']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool."
Data Analyst,Synagro,"Baltimore, MD",data analyst,mid,63.4,moderate,3,0,0,2,"['SQL', 'Excel']",Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution. | Detailed job description suggests a more mature hiring process and clearer scope.
AWS Data Engineer,NuWave Solutions,Virginia,data engineer,mid,63.2,moderate,4,0,0,2,"['Python', 'AWS']","Experience expectations look relatively accessible for early-career applicants. | Company rating is relatively strong, which can be a positive quality signal. | Detailed job description suggests a more mature hiring process and clearer scope."
AWS Data Engineer,NuWave Solutions,Virginia,data engineer,mid,63.2,moderate,4,0,0,2,"['Python', 'AWS']","Experience expectations look relatively accessible for early-career applicants. | Company rating is relatively strong, which can be a positive quality signal. | Detailed job description suggests a more mature hiring process and clearer scope."
Senior Data Engineer,Tapjoy,"San Francisco, CA",data engineer,senior,63.2,moderate,3,0,0,2,"['SQL', 'Machine Learning']",Cross-functional language suggests the role has business visibility beyond pure execution. | Detailed job description suggests a more mature hiring process and clearer scope.
Senior Data Engineer,Tapjoy,"San Francisco, CA",data engineer,senior,63.2,moderate,3,0,0,2,"['SQL', 'Machine Learning']",Cross-functional language suggests the role has business visibility beyond pure execution. | Detailed job description suggests a more mature hiring process and clearer scope.
Data Scientist,Peraton,"Chantilly, VA",data scientist,mid,63.2,moderate,7,0,0,3,"['Python', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Higher experience requirements raise the barrier to entry. | Detailed job description suggests a more mature hiring process and clearer scope."
Data Scientist,SentiLink,"San Francisco, CA",data scientist,mid,63.2,moderate,1,0,0,4,"['SQL', 'AWS', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Detailed job description suggests a more mature hiring process and clearer scope."
Sr. Scientist II,Nektar Therapeutics,"San Francisco, CA",other,senior,63.1,moderate,8,0,0,2,"['Excel', 'Statistics']",Higher experience requirements raise the barrier to entry. | Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution.
Data Scientist,Serigor Inc.,"San Francisco, CA",data scientist,mid,63.1,moderate,3,0,0,4,"['Python', 'SQL', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Advanced degree language may narrow the candidate pool. | Detailed job description suggests a more mature hiring process and clearer scope."
Data Engineer,SpringML,"Herndon, VA",data engineer,mid,63.0,moderate,10,0,0,4,"['Python', 'Spark', 'Machine Learning', 'ETL']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Higher experience requirements raise the barrier to entry. | Cross-functional language suggests the role has business visibility beyond pure execution."
Data Engineer,SpringML,"Herndon, VA",data engineer,mid,63.0,moderate,10,0,0,4,"['Python', 'Spark', 'Machine Learning', 'ETL']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Higher experience requirements raise the barrier to entry. | Cross-functional language suggests the role has business visibility beyond pure execution."
Business Intelligence Analyst,Redapt,"Woodinville, WA",business intelligence,mid,62.7,moderate,0,0,0,2,"['SQL', 'Power BI']",Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool.
Project Scientist,Alliance Source Testing,"Alabaster, AL",other,mid,62.5,moderate,0,0,0,0,[],"Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution. | Company rating is relatively strong, which can be a positive quality signal."
Data Engineer,NJF Global Holdings,"New York, NY",data engineer,mid,62.4,moderate,0,0,0,2,"['Python', 'SQL']","Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution. | Company rating is relatively strong, which can be a positive quality signal."
Data Engineer,NJF Global Holdings,"New York, NY",data engineer,mid,62.4,moderate,0,0,0,2,"['Python', 'SQL']","Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution. | Company rating is relatively strong, which can be a positive quality signal."
Data Engineer,NJF Global Holdings,"New York, NY",data engineer,mid,62.4,moderate,0,0,0,2,"['Python', 'SQL']","Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution. | Company rating is relatively strong, which can be a positive quality signal."
Radar Data Analyst,DECISIVE ANALYTICS Corporation,"Huntsville, AL",data analyst,mid,62.2,moderate,0,0,0,1,['Python'],"Experience expectations look relatively accessible for early-career applicants. | Company rating is relatively strong, which can be a positive quality signal. | Detailed job description suggests a more mature hiring process and clearer scope."
Radar Data Analyst,DECISIVE ANALYTICS Corporation,"Huntsville, AL",data analyst,mid,62.2,moderate,0,0,0,1,['Python'],"Experience expectations look relatively accessible for early-career applicants. | Company rating is relatively strong, which can be a positive quality signal. | Detailed job description suggests a more mature hiring process and clearer scope."
Data Scientist,Biz2Credit Inc,"New York, NY",data scientist,mid,62.2,moderate,4,0,0,2,"['Excel', 'Statistics']","Company rating is relatively strong, which can be a positive quality signal. | Detailed job description suggests a more mature hiring process and clearer scope."
Staff Data Scientist,Western Digital,"San Jose, CA",data scientist,senior,62.1,moderate,50,0,0,5,"['Python', 'SQL', 'AWS', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool."
Staff Data Scientist,Western Digital,"San Jose, CA",data scientist,senior,62.1,moderate,50,0,0,5,"['Python', 'SQL', 'AWS', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool."
"Senior Clinical Lab Scientist, Clinical Lab Svcs - FT/Nights (8hr)",Orange Coast Memorial Medical Center,"Fountain Valley, CA",other,senior,62.0,moderate,0,0,0,0,[],Experience expectations look relatively accessible for early-career applicants. | Detailed job description suggests a more mature hiring process and clearer scope.
"Senior Clinical Lab Scientist, Clinical Lab Svcs - FT/Nights (8hr)",Orange Coast Memorial Medical Center,"Fountain Valley, CA",other,senior,62.0,moderate,0,0,0,0,[],Experience expectations look relatively accessible for early-career applicants. | Detailed job description suggests a more mature hiring process and clearer scope.
Data Scientist,Bridgerock Data,"Gainesville, FL",data scientist,mid,62.0,moderate,0,0,0,3,"['Python', 'SQL', 'ETL']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution."
Medical Lab Scientist - MLT,Catholic Health Initiatives,"Omaha, NE",other,mid,61.9,moderate,0,0,0,1,['Experimentation'],Experience expectations look relatively accessible for early-career applicants. | Detailed job description suggests a more mature hiring process and clearer scope.
Data Scientist,Genentech,"South San Francisco, CA",data scientist,mid,61.9,moderate,4,0,0,2,"['SQL', 'Statistics']",Advanced degree language may narrow the candidate pool. | Detailed job description suggests a more mature hiring process and clearer scope.
Medical Lab Scientist - MLT,Catholic Health Initiatives,"Omaha, NE",other,mid,61.9,moderate,0,0,0,1,['Experimentation'],Experience expectations look relatively accessible for early-career applicants. | Detailed job description suggests a more mature hiring process and clearer scope.
Lead Data Engineer (Python),Strategic Employment Partners,"San Francisco, CA",data engineer,senior,61.8,moderate,3,0,0,4,"['Python', 'AWS', 'Airflow', 'ETL']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Cross-functional language suggests the role has business visibility beyond pure execution. | Company rating is relatively strong, which can be a positive quality signal."
Lead Data Engineer (Python),Strategic Employment Partners,"San Francisco, CA",data engineer,senior,61.8,moderate,3,0,0,4,"['Python', 'AWS', 'Airflow', 'ETL']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Cross-functional language suggests the role has business visibility beyond pure execution. | Company rating is relatively strong, which can be a positive quality signal."
Data Scientist,CyberCoders,"Chantilly, VA",data scientist,mid,61.8,moderate,0,1,0,1,['Python'],Remote language improves flexibility and expands the reachable talent pool. | Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool.
Data Analytics Project Manager,MassMutual,"Springfield, MA",manager,manager,61.6,moderate,10,0,0,0,[],Higher experience requirements raise the barrier to entry. | Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution.
Data Analytics Project Manager,MassMutual,"Springfield, MA",manager,manager,61.6,moderate,10,0,0,0,[],Higher experience requirements raise the barrier to entry. | Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution.
Data Management Specialist,NMR Consulting,"Huntsville, AL",other,mid,61.6,moderate,5,0,0,1,['SQL'],Higher experience requirements raise the barrier to entry. | Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution.
Machine Learning Engineer,Mteq,"Fort Belvoir, VA",machine learning engineer,mid,61.5,moderate,0,0,0,2,"['Python', 'Machine Learning']","Experience expectations look relatively accessible for early-career applicants. | Company rating is relatively strong, which can be a positive quality signal. | Detailed job description suggests a more mature hiring process and clearer scope."
Data Scientist,Watchful,"San Francisco, CA",data scientist,mid,61.5,moderate,3,0,0,3,"['Python', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Advanced degree language may narrow the candidate pool. | Company rating is relatively strong, which can be a positive quality signal."
Machine Learning Engineer,Mteq,"Fort Belvoir, VA",machine learning engineer,mid,61.5,moderate,0,0,0,2,"['Python', 'Machine Learning']","Experience expectations look relatively accessible for early-career applicants. | Company rating is relatively strong, which can be a positive quality signal. | Detailed job description suggests a more mature hiring process and clearer scope."
"Scientist I/II, Biology",Blueprint Medicines,"Cambridge, MA",other,mid,61.5,moderate,3,0,0,0,[],Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution. | Detailed job description suggests a more mature hiring process and clearer scope.
Data Scientist,DrFirst,"Rockville, MD",data scientist,mid,61.5,moderate,0,0,0,3,"['Python', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool."
Sr. Enterprise Account Exec- Data Science / ML - NYC,h2o.ai,"New York, NY",other,senior,61.4,moderate,5,0,0,2,"['AWS', 'Machine Learning']","Higher experience requirements raise the barrier to entry. | Cross-functional language suggests the role has business visibility beyond pure execution. | Company rating is relatively strong, which can be a positive quality signal."
Sr. Enterprise Account Exec- Data Science / ML - NYC,h2o.ai,"New York, NY",other,senior,61.4,moderate,5,0,0,2,"['AWS', 'Machine Learning']","Higher experience requirements raise the barrier to entry. | Cross-functional language suggests the role has business visibility beyond pure execution. | Company rating is relatively strong, which can be a positive quality signal."
Data Analyst,AXION Healthcare Solutions,"New York, NY",data analyst,mid,61.4,moderate,0,0,0,1,['Excel'],Experience expectations look relatively accessible for early-career applicants. | Detailed job description suggests a more mature hiring process and clearer scope.
Data Analyst,AXION Healthcare Solutions,"New York, NY",data analyst,mid,61.4,moderate,0,0,0,1,['Excel'],Experience expectations look relatively accessible for early-career applicants. | Detailed job description suggests a more mature hiring process and clearer scope.
Data Scientist,New England Biolabs,"Ipswich, MA",data scientist,mid,61.3,moderate,0,0,0,2,"['Python', 'Kubernetes']","Experience expectations look relatively accessible for early-career applicants. | Company rating is relatively strong, which can be a positive quality signal. | Detailed job description suggests a more mature hiring process and clearer scope."
Real World Evidence (RWE) Scientist,Genesis Research,"Hoboken, NJ",other,mid,61.3,moderate,3,0,0,3,"['Python', 'SQL', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution."
Data Scientist,New England Biolabs,"Ipswich, MA",data scientist,mid,61.3,moderate,0,0,0,2,"['Python', 'Kubernetes']","Experience expectations look relatively accessible for early-career applicants. | Company rating is relatively strong, which can be a positive quality signal. | Detailed job description suggests a more mature hiring process and clearer scope."
Associate Data Analyst,Intrado,"Longmont, CO",data analyst,junior,61.2,moderate,20,0,0,1,['Excel'],Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution.
Data Scientist,L&T Infotech,"San Ramon, CA",data scientist,mid,61.1,moderate,10,0,0,5,"['Python', 'SQL', 'Tableau', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Higher experience requirements raise the barrier to entry. | Cross-functional language suggests the role has business visibility beyond pure execution."
Data Scientist,ALIN,"New York, NY",data scientist,mid,60.9,moderate,0,0,0,3,"['Python', 'SQL', 'Machine Learning']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool."
"Sr. Scientist, Toxicology",Apellis Pharmaceuticals,"Waltham, MA",other,senior,60.9,moderate,7,0,0,0,[],"Higher experience requirements raise the barrier to entry. | Cross-functional language suggests the role has business visibility beyond pure execution. | Company rating is relatively strong, which can be a positive quality signal."
Data Platform Engineer,Geomagical Labs,"Mountain View, CA",other,mid,60.8,moderate,0,0,0,5,"['Python', 'SQL', 'Docker', 'Statistics', 'ETL']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Detailed job description suggests a more mature hiring process and clearer scope."
Machine Learning Engineer,Kodiak Robotics,"Mountain View, CA",machine learning engineer,mid,60.7,moderate,0,0,0,2,"['Python', 'Machine Learning']",Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution.
Consultant - Analytics Consulting,Infosys,"Hartford, CT",other,mid,60.6,moderate,3,0,0,0,[],Cross-functional language suggests the role has business visibility beyond pure execution. | Detailed job description suggests a more mature hiring process and clearer scope.
Consultant - Analytics Consulting,Infosys,"Hartford, CT",other,mid,60.6,moderate,3,0,0,0,[],Cross-functional language suggests the role has business visibility beyond pure execution. | Detailed job description suggests a more mature hiring process and clearer scope.
Consultant - Analytics Consulting,Infosys,"Hartford, CT",other,mid,60.6,moderate,3,0,0,0,[],Cross-functional language suggests the role has business visibility beyond pure execution. | Detailed job description suggests a more mature hiring process and clearer scope.
Environmental Data Specialist,Hire Resolve,"Atlanta, GA",other,mid,60.5,moderate,5,0,0,1,['SQL'],Higher experience requirements raise the barrier to entry. | Cross-functional language suggests the role has business visibility beyond pure execution. | Detailed job description suggests a more mature hiring process and clearer scope.
System and Data Analyst,Corcentric,"Cherry Hill, NJ",data analyst,mid,60.4,moderate,3,0,0,1,['Excel'],Cross-functional language suggests the role has business visibility beyond pure execution. | Detailed job description suggests a more mature hiring process and clearer scope.
Data Scientist,Scale AI,"San Francisco, CA",data scientist,mid,60.4,moderate,3,0,0,5,"['Python', 'SQL', 'Machine Learning', 'Statistics', 'ETL']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Advanced degree language may narrow the candidate pool. | Detailed job description suggests a more mature hiring process and clearer scope."
"Clinical Scientist, Clinical Development",FORMA THERAPEUTICS,"Watertown, MA",other,mid,60.2,moderate,5,0,0,0,[],Higher experience requirements raise the barrier to entry. | Cross-functional language suggests the role has business visibility beyond pure execution. | Detailed job description suggests a more mature hiring process and clearer scope.
Data Scientist,Lorven Technologies Inc,"Santa Clara, CA",data scientist,mid,60.0,moderate,0,0,0,5,"['Python', 'SQL', 'Spark', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Company rating is relatively strong, which can be a positive quality signal."
Scientist - CVRM Metabolism - in vivo pharmacology,AstraZeneca,"Gaithersburg, MD",other,mid,60.0,moderate,0,0,0,0,[],Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution.
"Associate Scientist, LC/MS Biologics",Q2 Solutions,"Ithaca, NY",other,junior,59.9,moderate,5,0,0,0,[],Higher experience requirements raise the barrier to entry. | Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution.
"Associate Scientist, LC/MS Biologics",Q2 Solutions,"Ithaca, NY",other,junior,59.9,moderate,5,0,0,0,[],Higher experience requirements raise the barrier to entry. | Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution.
"Associate Scientist, LC/MS Biologics",Q2 Solutions,"Ithaca, NY",other,junior,59.9,moderate,5,0,0,0,[],Higher experience requirements raise the barrier to entry. | Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution.
PV Scientist,Karyopharm Therapeutics Inc.,"Newton, MA",other,mid,59.8,moderate,2,0,0,1,['Statistics'],Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution.
PV Scientist,Karyopharm Therapeutics Inc.,"Newton, MA",other,mid,59.8,moderate,2,0,0,1,['Statistics'],Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution.
Spectral Scientist/Engineer,Centauri,"Beavercreek, OH",other,mid,59.7,moderate,0,1,0,0,[],Remote language improves flexibility and expands the reachable talent pool. | Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool.
Quality Control Scientist,Apellis Pharmaceuticals,"San Francisco, CA",other,mid,59.3,moderate,3,0,0,0,[],"Cross-functional language suggests the role has business visibility beyond pure execution. | Company rating is relatively strong, which can be a positive quality signal. | Detailed job description suggests a more mature hiring process and clearer scope."
Quality Control Scientist,Apellis Pharmaceuticals,"San Francisco, CA",other,mid,59.3,moderate,3,0,0,0,[],"Cross-functional language suggests the role has business visibility beyond pure execution. | Company rating is relatively strong, which can be a positive quality signal. | Detailed job description suggests a more mature hiring process and clearer scope."
Software Data Engineer - College,HP Inc.,"Corvallis, OR",data engineer,mid,59.3,moderate,2,0,0,1,['ETL'],"Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool. | Company rating is relatively strong, which can be a positive quality signal."
"Scientist, Pharmacometrics",Agios Pharmaceuticals,"Cambridge, MA",other,mid,59.2,moderate,0,0,0,1,['Statistics'],Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool. | Detailed job description suggests a more mature hiring process and clearer scope.
"Scientist, Pharmacometrics",Agios Pharmaceuticals,"Cambridge, MA",other,mid,59.2,moderate,0,0,0,1,['Statistics'],Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool. | Detailed job description suggests a more mature hiring process and clearer scope.
Data Scientist,Avlino,New Jersey,data scientist,mid,59.1,moderate,4,0,0,4,"['Python', 'Spark', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Advanced degree language may narrow the candidate pool. | Company rating is relatively strong, which can be a positive quality signal."
Data Scientist,Avlino,New Jersey,data scientist,mid,59.1,moderate,4,0,0,4,"['Python', 'Spark', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Advanced degree language may narrow the candidate pool. | Company rating is relatively strong, which can be a positive quality signal."
Data Analyst - Asset Management,Maximus Real Estate Partners,"San Francisco, CA",data analyst,mid,59.0,moderate,5,0,0,2,"['SQL', 'Statistics']","Higher experience requirements raise the barrier to entry. | Cross-functional language suggests the role has business visibility beyond pure execution. | Company rating is relatively strong, which can be a positive quality signal."
Digital Health Data Scientist,Pfizer,"Cambridge, MA",data scientist,mid,58.7,moderate,3,0,0,2,"['Python', 'Machine Learning']","Advanced degree language may narrow the candidate pool. | Company rating is relatively strong, which can be a positive quality signal. | Detailed job description suggests a more mature hiring process and clearer scope."
Digital Health Data Scientist,Pfizer,"Cambridge, MA",data scientist,mid,58.7,moderate,3,0,0,2,"['Python', 'Machine Learning']","Advanced degree language may narrow the candidate pool. | Company rating is relatively strong, which can be a positive quality signal. | Detailed job description suggests a more mature hiring process and clearer scope."
Data Engineer,P2 Energy Solutions,"Lafayette, LA",data engineer,mid,58.5,moderate,7,0,0,2,"['SQL', 'Excel']",Higher experience requirements raise the barrier to entry. | Detailed job description suggests a more mature hiring process and clearer scope.
Data Engineer,P2 Energy Solutions,"Lafayette, LA",data engineer,mid,58.5,moderate,7,0,0,2,"['SQL', 'Excel']",Higher experience requirements raise the barrier to entry. | Detailed job description suggests a more mature hiring process and clearer scope.
"Director, Precision Medicine Clinical Biomarker Scientist",Pfizer,"Cambridge, MA",manager,manager,58.4,moderate,10,0,0,0,[],Higher experience requirements raise the barrier to entry. | Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution.
Research Scientist – Security and Privacy,Riverside Research Institute,"Beavercreek, OH",research scientist,mid,58.3,moderate,0,0,0,2,"['Python', 'Machine Learning']",Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool. | Detailed job description suggests a more mature hiring process and clearer scope.
Research Scientist – Security and Privacy,Riverside Research Institute,"Beavercreek, OH",research scientist,mid,58.3,moderate,0,0,0,2,"['Python', 'Machine Learning']",Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool. | Detailed job description suggests a more mature hiring process and clearer scope.
Associate Research Scientist I (Protein Expression and Production),Exelixis,"Alameda, CA",research scientist,junior,58.2,moderate,0,0,0,1,['Excel'],Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool. | Detailed job description suggests a more mature hiring process and clearer scope.
Scientist - Analytical Development - Pharmaceutics,UPM Pharmaceutical Inc,"Bristol, TN",other,mid,58.1,moderate,5,0,0,2,"['Excel', 'Statistics']",Higher experience requirements raise the barrier to entry. | Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution.
Scientist - Analytical Development - Pharmaceutics,UPM Pharmaceutical Inc,"Bristol, TN",other,mid,58.1,moderate,5,0,0,2,"['Excel', 'Statistics']",Higher experience requirements raise the barrier to entry. | Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution.
Medical Lab Scientist,Tower Health,"West Reading, PA",other,mid,58.0,moderate,1,0,0,0,[],Experience expectations look relatively accessible for early-career applicants. | Detailed job description suggests a more mature hiring process and clearer scope.
Medical Lab Scientist,Tower Health,"West Reading, PA",other,mid,58.0,moderate,1,0,0,0,[],Experience expectations look relatively accessible for early-career applicants. | Detailed job description suggests a more mature hiring process and clearer scope.
Senior Scientist - Bioanalytical,Apellis Pharmaceuticals,"Waltham, MA",other,senior,57.9,moderate,5,0,1,1,['Statistics'],Hybrid setup adds flexibility without being fully on-site. | Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool.
Senior Scientist Protein/Oligonucleotides,Apellis Pharmaceuticals,"Waltham, MA",other,senior,57.8,moderate,4,0,0,0,[],"Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool. | Company rating is relatively strong, which can be a positive quality signal."
Senior Scientist Protein/Oligonucleotides,Apellis Pharmaceuticals,"Waltham, MA",other,senior,57.8,moderate,4,0,0,0,[],"Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool. | Company rating is relatively strong, which can be a positive quality signal."
Quality Control Scientist III- Analytical Development,Advanced BioScience Laboratories,"Rockville, MD",other,mid,57.6,moderate,6,0,0,0,[],Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution.
Data Science Intern,Blend360,"Columbia, MD",other,mid,57.5,moderate,0,0,0,1,['Excel'],"Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution. | Company rating is relatively strong, which can be a positive quality signal."
Data Scientist,Samba TV,"San Francisco, CA",data scientist,mid,57.2,moderate,0,0,0,2,"['Machine Learning', 'Statistics']",Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution.
Deep Learning/Computer Vision Scientist,Aptonet Inc,"Atlanta, GA",other,mid,57.2,moderate,3,0,0,3,"['Python', 'Spark', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution."
Deep Learning/Computer Vision Scientist,Aptonet Inc,"Atlanta, GA",other,mid,57.2,moderate,3,0,0,3,"['Python', 'Spark', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution."
Data Scientist,Samba TV,"San Francisco, CA",data scientist,mid,57.2,moderate,0,0,0,2,"['Machine Learning', 'Statistics']",Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution.
"Lab Head, Principle Scientist, Dupixent/Type 2 Inflammation & Fibrosis - Cambridge, MA",Sanofi,"Cambridge, MA",other,manager,57.1,moderate,8,0,0,0,[],Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool. | Detailed job description suggests a more mature hiring process and clearer scope.
"Lab Head, Principle Scientist, Dupixent/Type 2 Inflammation & Fibrosis - Cambridge, MA",Sanofi,"Cambridge, MA",other,manager,57.1,moderate,8,0,0,0,[],Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool. | Detailed job description suggests a more mature hiring process and clearer scope.
Staff Data Engineer,Sumo Logic,"Austin, TX",data engineer,senior,56.9,moderate,0,0,0,2,"['AWS', 'Spark']",Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool. | Detailed job description suggests a more mature hiring process and clearer scope.
Staff Data Engineer,Sumo Logic,"Austin, TX",data engineer,senior,56.9,moderate,0,0,0,2,"['AWS', 'Spark']",Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool. | Detailed job description suggests a more mature hiring process and clearer scope.
Ag Data Scientist,Beck's Hybrids,"Atlanta, IN",data scientist,mid,56.8,moderate,0,0,0,0,[],"Experience expectations look relatively accessible for early-career applicants. | Company rating is relatively strong, which can be a positive quality signal."
Staff Scientist-Downstream Process Development,Advanced BioScience Laboratories,"Rockville, MD",other,senior,56.7,moderate,5,0,0,1,['Excel'],Higher experience requirements raise the barrier to entry. | Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution.
Staff Scientist-Downstream Process Development,Advanced BioScience Laboratories,"Rockville, MD",other,senior,56.7,moderate,5,0,0,1,['Excel'],Higher experience requirements raise the barrier to entry. | Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution.
Staff Scientist-Downstream Process Development,Advanced BioScience Laboratories,"Rockville, MD",other,senior,56.7,moderate,5,0,0,1,['Excel'],Higher experience requirements raise the barrier to entry. | Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution.
Staff Scientist-Downstream Process Development,Advanced BioScience Laboratories,"Rockville, MD",other,senior,56.7,moderate,5,0,0,1,['Excel'],Higher experience requirements raise the barrier to entry. | Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution.
